date,sku_id,store_id,quantity_sold,day_of_week,weekofyear,month,is_weekend,event_Flu Season,event_Public Holiday,event_School Holiday,rolling_7d_sales
2024-03-03,SKU_003,Store_A,19,6,9,3,True,False,False,False,30.0
2024-03-04,SKU_003,Store_A,24,0,10,3,False,False,False,False,27.857142857142858
2024-03-05,SKU_003,Store_A,28,1,10,3,False,False,False,False,27.428571428571427
2024-03-06,SKU_003,Store_A,28,2,10,3,False,False,False,False,27.142857142857142
2024-03-07,SKU_003,Store_A,19,3,10,3,False,False,False,False,27.0
2024-03-08,SKU_003,Store_A,29,4,10,3,False,False,False,False,26.0
2024-03-09,SKU_003,Store_A,15,5,10,3,True,False,False,False,24.857142857142858
2024-03-10,SKU_003,Store_A,29,6,10,3,True,False,False,False,23.142857142857142
2024-03-11,SKU_003,Store_A,17,0,11,3,False,True,False,False,24.571428571428573
2024-03-12,SKU_003,Store_A,22,1,11,3,False,False,False,False,23.571428571428573
2024-03-13,SKU_003,Store_A,28,2,11,3,False,False,False,False,22.714285714285715
2024-03-14,SKU_003,Store_A,23,3,11,3,False,False,False,False,22.714285714285715
2024-03-15,SKU_003,Store_A,26,4,11,3,False,False,False,False,23.285714285714285
2024-03-16,SKU_003,Store_A,25,5,11,3,True,False,False,False,22.857142857142858
2024-03-17,SKU_003,Store_A,28,6,11,3,True,False,False,False,24.285714285714285
2024-03-18,SKU_003,Store_A,26,0,12,3,False,False,False,False,24.142857142857142
2024-03-19,SKU_003,Store_A,18,1,12,3,False,False,False,False,25.428571428571427
2024-03-20,SKU_003,Store_A,24,2,12,3,False,False,False,False,24.857142857142858
2024-03-21,SKU_003,Store_A,12,3,12,3,False,False,False,False,24.285714285714285
2024-03-22,SKU_003,Store_A,20,4,12,3,False,False,False,False,22.714285714285715
2024-03-23,SKU_003,Store_A,24,5,12,3,True,False,False,False,21.857142857142858
2024-03-24,SKU_003,Store_A,20,6,12,3,True,False,False,False,21.714285714285715
2024-03-25,SKU_003,Store_A,22,0,13,3,False,False,False,True,20.571428571428573
2024-03-26,SKU_003,Store_A,18,1,13,3,False,False,False,False,20.0
2024-03-27,SKU_003,Store_A,25,2,13,3,False,False,False,False,20.0
2024-03-28,SKU_003,Store_A,19,3,13,3,False,False,False,False,20.142857142857142
2024-03-29,SKU_003,Store_A,17,4,13,3,False,False,False,False,21.142857142857142
2024-03-30,SKU_003,Store_A,24,5,13,3,True,False,False,False,20.714285714285715
2024-03-31,SKU_003,Store_A,12,6,13,3,True,False,False,False,20.714285714285715
2024-04-01,SKU_003,Store_A,22,0,14,4,False,False,False,False,19.571428571428573
2024-04-02,SKU_003,Store_A,14,1,14,4,False,False,False,False,19.571428571428573
2024-04-03,SKU_003,Store_A,26,2,14,4,False,False,False,False,19.0
2024-04-04,SKU_003,Store_A,18,3,14,4,False,False,False,False,19.142857142857142
2024-04-05,SKU_003,Store_A,20,4,14,4,False,False,False,False,19.0
2024-04-06,SKU_003,Store_A,22,5,14,4,True,False,False,False,19.428571428571427
2024-04-07,SKU_003,Store_A,10,6,14,4,True,False,False,False,19.142857142857142
2024-04-08,SKU_003,Store_A,17,0,15,4,False,True,False,False,18.857142857142858
2024-04-09,SKU_003,Store_A,25,1,15,4,False,False,False,False,18.142857142857142
2024-04-10,SKU_003,Store_A,25,2,15,4,False,False,False,False,19.714285714285715
2024-04-11,SKU_003,Store_A,22,3,15,4,False,False,False,False,19.571428571428573
2024-04-12,SKU_003,Store_A,14,4,15,4,False,False,False,False,20.142857142857142
2024-04-13,SKU_003,Store_A,24,5,15,4,True,False,False,False,19.285714285714285
2024-04-14,SKU_003,Store_A,25,6,15,4,True,False,False,False,19.571428571428573
2024-04-15,SKU_003,Store_A,22,0,16,4,False,False,False,False,21.714285714285715
2024-04-16,SKU_003,Store_A,28,1,16,4,False,False,False,False,22.428571428571427
2024-04-17,SKU_003,Store_A,19,2,16,4,False,False,False,False,22.857142857142858
2024-04-18,SKU_003,Store_A,20,3,16,4,False,False,False,False,22.0
2024-04-19,SKU_003,Store_A,11,4,16,4,False,False,False,False,21.714285714285715
2024-04-20,SKU_003,Store_A,28,5,16,4,True,False,False,False,21.285714285714285
2024-04-21,SKU_003,Store_A,26,6,16,4,True,False,False,False,21.857142857142858
2024-04-22,SKU_003,Store_A,16,0,17,4,False,True,False,False,22.0
2024-04-23,SKU_003,Store_A,16,1,17,4,False,False,False,False,21.142857142857142
2024-04-24,SKU_003,Store_A,21,2,17,4,False,False,False,False,19.428571428571427
2024-04-25,SKU_003,Store_A,30,3,17,4,False,False,False,False,19.714285714285715
2024-04-26,SKU_003,Store_A,25,4,17,4,False,False,False,False,21.142857142857142
2024-04-27,SKU_003,Store_A,22,5,17,4,True,False,False,False,23.142857142857142
2024-04-28,SKU_003,Store_A,22,6,17,4,True,False,False,False,22.285714285714285
2024-04-29,SKU_003,Store_A,22,0,18,4,False,False,False,False,21.714285714285715
2024-04-30,SKU_003,Store_A,18,1,18,4,False,False,False,False,22.571428571428573
2024-05-01,SKU_003,Store_A,22,2,18,5,False,False,False,False,22.857142857142858
2024-05-02,SKU_003,Store_A,23,3,18,5,False,False,False,False,23.0
2024-05-03,SKU_003,Store_A,33,4,18,5,False,False,False,False,22.0
2024-05-04,SKU_003,Store_A,29,5,18,5,True,False,False,False,23.142857142857142
2024-05-05,SKU_003,Store_A,26,6,18,5,True,False,False,False,24.142857142857142
2024-05-06,SKU_003,Store_A,42,0,19,5,False,True,False,False,24.714285714285715
2024-05-07,SKU_003,Store_A,27,1,19,5,False,False,False,False,27.571428571428573
2024-05-08,SKU_003,Store_A,37,2,19,5,False,False,False,False,28.857142857142858
2024-05-09,SKU_003,Store_A,40,3,19,5,False,False,False,False,31.0
2024-05-10,SKU_003,Store_A,24,4,19,5,False,False,False,False,33.42857142857143
2024-05-11,SKU_003,Store_A,33,5,19,5,True,False,False,False,32.142857142857146
2024-05-12,SKU_003,Store_A,30,6,19,5,True,False,False,False,32.714285714285715
2024-05-13,SKU_003,Store_A,30,0,20,5,False,False,False,False,33.285714285714285
2024-05-14,SKU_003,Store_A,36,1,20,5,False,False,False,False,31.571428571428573
2024-05-15,SKU_003,Store_A,31,2,20,5,False,False,False,False,32.857142857142854
2024-05-16,SKU_003,Store_A,31,3,20,5,False,False,False,False,32.0
2024-05-17,SKU_003,Store_A,33,4,20,5,False,False,False,False,30.714285714285715
2024-05-18,SKU_003,Store_A,33,5,20,5,True,False,False,False,32.0
2024-05-19,SKU_003,Store_A,29,6,20,5,True,False,False,False,32.0
2024-05-20,SKU_003,Store_A,39,0,21,5,False,False,False,False,31.857142857142858
2024-05-21,SKU_003,Store_A,40,1,21,5,False,False,False,False,33.142857142857146
2024-05-22,SKU_003,Store_A,37,2,21,5,False,False,False,False,33.714285714285715
2024-05-23,SKU_003,Store_A,34,3,21,5,False,False,False,False,34.57142857142857
2024-05-24,SKU_003,Store_A,32,4,21,5,False,False,False,False,35.0
2024-05-25,SKU_003,Store_A,32,5,21,5,True,False,False,False,34.857142857142854
2024-05-26,SKU_003,Store_A,48,6,21,5,True,False,False,False,34.714285714285715
2024-05-27,SKU_003,Store_A,41,0,22,5,False,False,False,False,37.42857142857143
2024-05-28,SKU_003,Store_A,32,1,22,5,False,False,False,False,37.714285714285715
2024-05-29,SKU_003,Store_A,37,2,22,5,False,False,False,False,36.57142857142857
2024-05-30,SKU_003,Store_A,34,3,22,5,False,False,False,False,36.57142857142857
2024-05-31,SKU_003,Store_A,39,4,22,5,False,False,False,False,36.57142857142857
2024-06-01,SKU_003,Store_A,39,5,22,6,True,False,False,False,37.57142857142857
2024-06-02,SKU_003,Store_A,41,6,22,6,True,False,False,False,38.57142857142857
2024-06-03,SKU_003,Store_A,31,0,23,6,False,False,False,False,37.57142857142857
2024-06-04,SKU_003,Store_A,36,1,23,6,False,False,False,False,36.142857142857146
2024-06-05,SKU_003,Store_A,27,2,23,6,False,False,False,False,36.714285714285715
2024-06-06,SKU_003,Store_A,29,3,23,6,False,False,False,False,35.285714285714285
2024-06-07,SKU_003,Store_A,39,4,23,6,False,False,False,False,34.57142857142857
2024-06-08,SKU_003,Store_A,30,5,23,6,True,False,False,False,34.57142857142857
2024-06-09,SKU_003,Store_A,30,6,23,6,True,False,False,False,33.285714285714285
2024-06-10,SKU_003,Store_A,34,0,24,6,False,False,False,False,31.714285714285715
2024-06-11,SKU_003,Store_A,38,1,24,6,False,False,False,False,32.142857142857146
2024-06-12,SKU_003,Store_A,28,2,24,6,False,False,False,False,32.42857142857143
2024-06-13,SKU_003,Store_A,16,3,24,6,False,False,False,False,32.57142857142857
2024-06-14,SKU_003,Store_A,29,4,24,6,False,False,False,False,30.714285714285715
2024-06-15,SKU_003,Store_A,39,5,24,6,True,False,False,False,29.285714285714285
2024-06-16,SKU_003,Store_A,34,6,24,6,True,False,False,False,30.571428571428573
2024-06-17,SKU_003,Store_A,39,0,25,6,False,False,False,False,31.142857142857142
2024-06-18,SKU_003,Store_A,26,1,25,6,False,False,False,False,31.857142857142858
2024-06-19,SKU_003,Store_A,23,2,25,6,False,False,False,False,30.142857142857142
2024-06-20,SKU_003,Store_A,33,3,25,6,False,False,False,False,29.428571428571427
2024-06-21,SKU_003,Store_A,32,4,25,6,False,False,False,False,31.857142857142858
2024-06-22,SKU_003,Store_A,32,5,25,6,True,False,False,False,32.285714285714285
2024-06-23,SKU_003,Store_A,34,6,25,6,True,False,False,False,31.285714285714285
2024-06-24,SKU_003,Store_A,31,0,26,6,False,False,False,False,31.285714285714285
2024-06-25,SKU_003,Store_A,31,1,26,6,False,False,False,False,30.142857142857142
2024-06-26,SKU_003,Store_A,32,2,26,6,False,False,False,False,30.857142857142858
2024-06-27,SKU_003,Store_A,30,3,26,6,False,False,False,False,32.142857142857146
2024-06-28,SKU_003,Store_A,32,4,26,6,False,False,False,False,31.714285714285715
2024-01-01,SKU_003,Store_B,51,0,1,1,False,False,True,False,0.0
2024-01-02,SKU_003,Store_B,48,1,1,1,False,False,False,False,0.0
2024-01-03,SKU_003,Store_B,45,2,1,1,False,False,False,False,0.0
2024-01-04,SKU_003,Store_B,47,3,1,1,False,False,False,False,0.0
2024-01-05,SKU_003,Store_B,53,4,1,1,False,False,False,False,0.0
2024-01-06,SKU_003,Store_B,44,5,1,1,True,False,False,False,0.0
2024-01-07,SKU_003,Store_B,51,6,1,1,True,False,False,False,0.0
2024-01-08,SKU_003,Store_B,47,0,2,1,False,False,False,False,48.42857142857143
2024-01-09,SKU_003,Store_B,50,1,2,1,False,False,False,False,47.857142857142854
2024-01-10,SKU_003,Store_B,57,2,2,1,False,False,False,False,48.142857142857146
2024-01-11,SKU_003,Store_B,52,3,2,1,False,False,False,False,49.857142857142854
2024-01-12,SKU_003,Store_B,52,4,2,1,False,False,False,False,50.57142857142857
2024-01-13,SKU_003,Store_B,46,5,2,1,True,False,False,False,50.42857142857143
2024-01-14,SKU_003,Store_B,57,6,2,1,True,False,False,False,50.714285714285715
2024-01-15,SKU_003,Store_B,57,0,3,1,False,False,True,False,51.57142857142857
2024-01-16,SKU_003,Store_B,65,1,3,1,False,False,False,False,53.0
2024-01-17,SKU_003,Store_B,53,2,3,1,False,False,False,False,55.142857142857146
2024-01-18,SKU_003,Store_B,56,3,3,1,False,False,False,False,54.57142857142857
2024-01-19,SKU_003,Store_B,57,4,3,1,False,False,False,False,55.142857142857146
2024-01-20,SKU_003,Store_B,64,5,3,1,True,False,False,False,55.857142857142854
2024-01-21,SKU_003,Store_B,56,6,3,1,True,False,False,False,58.42857142857143
2024-01-22,SKU_003,Store_B,58,0,4,1,False,False,False,False,58.285714285714285
2024-01-23,SKU_003,Store_B,60,1,4,1,False,False,False,False,58.42857142857143
2024-01-24,SKU_003,Store_B,58,2,4,1,False,False,False,False,57.714285714285715
2024-01-25,SKU_003,Store_B,55,3,4,1,False,False,False,False,58.42857142857143
2024-01-26,SKU_003,Store_B,59,4,4,1,False,False,False,False,58.285714285714285
2024-01-27,SKU_003,Store_B,63,5,4,1,True,False,False,False,58.57142857142857
2024-01-28,SKU_003,Store_B,53,6,4,1,True,False,False,False,58.42857142857143
2024-01-29,SKU_003,Store_B,59,0,5,1,False,True,False,False,58.0
2024-01-30,SKU_003,Store_B,54,1,5,1,False,False,False,False,58.142857142857146
2024-01-31,SKU_003,Store_B,64,2,5,1,False,False,False,False,57.285714285714285
2024-02-01,SKU_003,Store_B,50,3,5,2,False,False,False,False,58.142857142857146
2024-02-02,SKU_003,Store_B,55,4,5,2,False,False,False,False,57.42857142857143
2024-02-03,SKU_003,Store_B,60,5,5,2,True,False,False,False,56.857142857142854
2024-02-04,SKU_003,Store_B,66,6,5,2,True,False,False,False,56.42857142857143
2024-02-05,SKU_003,Store_B,57,0,6,2,False,False,False,False,58.285714285714285
2024-02-06,SKU_003,Store_B,55,1,6,2,False,False,False,False,58.0
2024-02-07,SKU_003,Store_B,66,2,6,2,False,False,False,False,58.142857142857146
2024-02-08,SKU_003,Store_B,50,3,6,2,False,False,False,False,58.42857142857143
2024-02-09,SKU_003,Store_B,45,4,6,2,False,False,False,False,58.42857142857143
2024-02-10,SKU_003,Store_B,58,5,6,2,True,False,False,False,57.0
2024-02-11,SKU_003,Store_B,53,6,6,2,True,False,False,False,56.714285714285715
2024-02-12,SKU_003,Store_B,50,0,7,2,False,False,True,False,54.857142857142854
2024-02-13,SKU_003,Store_B,58,1,7,2,False,False,False,False,53.857142857142854
2024-02-14,SKU_003,Store_B,56,2,7,2,False,False,False,False,54.285714285714285
2024-02-15,SKU_003,Store_B,51,3,7,2,False,False,False,False,52.857142857142854
2024-02-16,SKU_003,Store_B,47,4,7,2,False,False,False,False,53.0
2024-02-17,SKU_003,Store_B,57,5,7,2,True,False,False,False,53.285714285714285
2024-02-18,SKU_003,Store_B,56,6,7,2,True,False,False,False,53.142857142857146
2024-02-19,SKU_003,Store_B,51,0,8,2,False,False,False,False,53.57142857142857
2024-02-20,SKU_003,Store_B,60,1,8,2,False,False,False,False,53.714285714285715
2024-02-21,SKU_003,Store_B,45,2,8,2,False,False,False,False,54.0
2024-02-22,SKU_003,Store_B,42,3,8,2,False,False,False,False,52.42857142857143
2024-02-23,SKU_003,Store_B,46,4,8,2,False,False,False,False,51.142857142857146
2024-02-24,SKU_003,Store_B,48,5,8,2,True,False,False,False,51.0
2024-02-25,SKU_003,Store_B,49,6,8,2,True,False,False,False,49.714285714285715
2024-02-26,SKU_003,Store_B,46,0,9,2,False,False,True,False,48.714285714285715
2024-02-27,SKU_003,Store_B,48,1,9,2,False,False,False,False,48.0
2024-02-28,SKU_003,Store_B,39,2,9,2,False,False,False,False,46.285714285714285
2024-02-29,SKU_003,Store_B,52,3,9,2,False,False,False,False,45.42857142857143
2024-03-01,SKU_003,Store_B,44,4,9,3,False,False,False,False,46.857142857142854
2024-03-02,SKU_003,Store_B,49,5,9,3,True,False,False,False,46.57142857142857
2024-03-03,SKU_003,Store_B,45,6,9,3,True,False,False,False,46.714285714285715
2024-03-04,SKU_003,Store_B,44,0,10,3,False,False,False,False,46.142857142857146
2024-03-05,SKU_003,Store_B,44,1,10,3,False,False,False,False,45.857142857142854
2024-03-06,SKU_003,Store_B,43,2,10,3,False,False,False,False,45.285714285714285
2024-03-07,SKU_003,Store_B,43,3,10,3,False,False,False,False,45.857142857142854
2024-03-08,SKU_003,Store_B,46,4,10,3,False,False,False,False,44.57142857142857
2024-03-09,SKU_003,Store_B,40,5,10,3,True,False,False,False,44.857142857142854
2024-03-10,SKU_003,Store_B,42,6,10,3,True,False,False,False,43.57142857142857
2024-03-11,SKU_003,Store_B,37,0,11,3,False,True,False,False,43.142857142857146
2024-03-12,SKU_003,Store_B,44,1,11,3,False,False,False,False,42.142857142857146
2024-03-13,SKU_003,Store_B,33,2,11,3,False,False,False,False,42.142857142857146
2024-03-14,SKU_003,Store_B,45,3,11,3,False,False,False,False,40.714285714285715
2024-03-15,SKU_003,Store_B,35,4,11,3,False,False,False,False,41.0
2024-03-16,SKU_003,Store_B,28,5,11,3,True,False,False,False,39.42857142857143
2024-03-17,SKU_003,Store_B,35,6,11,3,True,False,False,False,37.714285714285715
2024-03-18,SKU_003,Store_B,30,0,12,3,False,False,False,False,36.714285714285715
2024-03-19,SKU_003,Store_B,38,1,12,3,False,False,False,False,35.714285714285715
2024-03-20,SKU_003,Store_B,30,2,12,3,False,False,False,False,34.857142857142854
2024-03-21,SKU_003,Store_B,30,3,12,3,False,False,False,False,34.42857142857143
2024-03-22,SKU_003,Store_B,23,4,12,3,False,False,False,False,32.285714285714285
2024-03-23,SKU_003,Store_B,30,5,12,3,True,False,False,False,30.571428571428573
2024-03-24,SKU_003,Store_B,20,6,12,3,True,False,False,False,30.857142857142858
2024-03-25,SKU_003,Store_B,24,0,13,3,False,False,False,True,28.714285714285715
2024-03-26,SKU_003,Store_B,35,1,13,3,False,False,False,False,27.857142857142858
2024-03-27,SKU_003,Store_B,35,2,13,3,False,False,False,False,27.428571428571427
2024-03-28,SKU_003,Store_B,33,3,13,3,False,False,False,False,28.142857142857142
2024-03-29,SKU_003,Store_B,26,4,13,3,False,False,False,False,28.571428571428573
2024-03-30,SKU_003,Store_B,31,5,13,3,True,False,False,False,29.0
2024-03-31,SKU_003,Store_B,31,6,13,3,True,False,False,False,29.142857142857142
2024-04-01,SKU_003,Store_B,25,0,14,4,False,False,False,False,30.714285714285715
2024-04-02,SKU_003,Store_B,39,1,14,4,False,False,False,False,30.857142857142858
2024-04-03,SKU_003,Store_B,36,2,14,4,False,False,False,False,31.428571428571427
2024-04-04,SKU_003,Store_B,30,3,14,4,False,False,False,False,31.571428571428573
2024-04-05,SKU_003,Store_B,32,4,14,4,False,False,False,False,31.142857142857142
2024-04-06,SKU_003,Store_B,33,5,14,4,True,False,False,False,32.0
2024-04-07,SKU_003,Store_B,22,6,14,4,True,False,False,False,32.285714285714285
2024-04-08,SKU_003,Store_B,31,0,15,4,False,True,False,False,31.0
2024-04-09,SKU_003,Store_B,29,1,15,4,False,False,False,False,31.857142857142858
2024-04-10,SKU_003,Store_B,28,2,15,4,False,False,False,False,30.428571428571427
2024-04-11,SKU_003,Store_B,32,3,15,4,False,False,False,False,29.285714285714285
2024-04-12,SKU_003,Store_B,43,4,15,4,False,False,False,False,29.571428571428573
2024-04-13,SKU_003,Store_B,37,5,15,4,True,False,False,False,31.142857142857142
2024-04-14,SKU_003,Store_B,32,6,15,4,True,False,False,False,31.714285714285715
2024-04-15,SKU_003,Store_B,38,0,16,4,False,False,False,False,33.142857142857146
2024-04-16,SKU_003,Store_B,43,1,16,4,False,False,False,False,34.142857142857146
2024-04-17,SKU_003,Store_B,41,2,16,4,False,False,False,False,36.142857142857146
2024-04-18,SKU_003,Store_B,37,3,16,4,False,False,False,False,38.0
2024-04-19,SKU_003,Store_B,34,4,16,4,False,False,False,False,38.714285714285715
2024-04-20,SKU_003,Store_B,42,5,16,4,True,False,False,False,37.42857142857143
2024-04-21,SKU_003,Store_B,41,6,16,4,True,False,False,False,38.142857142857146
2024-04-22,SKU_003,Store_B,44,0,17,4,False,True,False,False,39.42857142857143
2024-04-23,SKU_003,Store_B,43,1,17,4,False,False,False,False,40.285714285714285
2024-04-24,SKU_003,Store_B,46,2,17,4,False,False,False,False,40.285714285714285
2024-04-25,SKU_003,Store_B,39,3,17,4,False,False,False,False,41.0
2024-04-26,SKU_003,Store_B,49,4,17,4,False,False,False,False,41.285714285714285
2024-04-27,SKU_003,Store_B,44,5,17,4,True,False,False,False,43.42857142857143
2024-04-28,SKU_003,Store_B,54,6,17,4,True,False,False,False,43.714285714285715
2024-04-29,SKU_003,Store_B,41,0,18,4,False,False,False,False,45.57142857142857
2024-04-30,SKU_003,Store_B,54,1,18,4,False,False,False,False,45.142857142857146
2024-05-01,SKU_003,Store_B,47,2,18,5,False,False,False,False,46.714285714285715
2024-05-02,SKU_003,Store_B,43,3,18,5,False,False,False,False,46.857142857142854
2024-05-03,SKU_003,Store_B,45,4,18,5,False,False,False,False,47.42857142857143
2024-05-04,SKU_003,Store_B,46,5,18,5,True,False,False,False,46.857142857142854
2024-05-05,SKU_003,Store_B,51,6,18,5,True,False,False,False,47.142857142857146
2024-05-06,SKU_003,Store_B,52,0,19,5,False,True,False,False,46.714285714285715
2024-05-07,SKU_003,Store_B,47,1,19,5,False,False,False,False,48.285714285714285
2024-05-08,SKU_003,Store_B,50,2,19,5,False,False,False,False,47.285714285714285
2024-05-09,SKU_003,Store_B,62,3,19,5,False,False,False,False,47.714285714285715
2024-05-10,SKU_003,Store_B,60,4,19,5,False,False,False,False,50.42857142857143
2024-05-11,SKU_003,Store_B,54,5,19,5,True,False,False,False,52.57142857142857
2024-05-12,SKU_003,Store_B,53,6,19,5,True,False,False,False,53.714285714285715
2024-05-13,SKU_003,Store_B,54,0,20,5,False,False,False,False,54.0
2024-05-14,SKU_003,Store_B,57,1,20,5,False,False,False,False,54.285714285714285
2024-05-15,SKU_003,Store_B,49,2,20,5,False,False,False,False,55.714285714285715
2024-05-16,SKU_003,Store_B,54,3,20,5,False,False,False,False,55.57142857142857
2024-05-17,SKU_003,Store_B,47,4,20,5,False,False,False,False,54.42857142857143
2024-05-18,SKU_003,Store_B,58,5,20,5,True,False,False,False,52.57142857142857
2024-05-19,SKU_003,Store_B,59,6,20,5,True,False,False,False,53.142857142857146
2024-05-20,SKU_003,Store_B,54,0,21,5,False,False,False,False,54.0
2024-05-21,SKU_003,Store_B,65,1,21,5,False,False,False,False,54.0
2024-05-22,SKU_003,Store_B,51,2,21,5,False,False,False,False,55.142857142857146
2024-05-23,SKU_003,Store_B,50,3,21,5,False,False,False,False,55.42857142857143
2024-05-24,SKU_003,Store_B,59,4,21,5,False,False,False,False,54.857142857142854
2024-05-25,SKU_003,Store_B,63,5,21,5,True,False,False,False,56.57142857142857
2024-05-26,SKU_003,Store_B,66,6,21,5,True,False,False,False,57.285714285714285
2024-05-27,SKU_003,Store_B,56,0,22,5,False,False,False,False,58.285714285714285
2024-05-28,SKU_003,Store_B,63,1,22,5,False,False,False,False,58.57142857142857
2024-05-29,SKU_003,Store_B,58,2,22,5,False,False,False,False,58.285714285714285
2024-05-30,SKU_003,Store_B,57,3,22,5,False,False,False,False,59.285714285714285
2024-05-31,SKU_003,Store_B,62,4,22,5,False,False,False,False,60.285714285714285
2024-06-01,SKU_003,Store_B,61,5,22,6,True,False,False,False,60.714285714285715
2024-06-02,SKU_003,Store_B,50,6,22,6,True,False,False,False,60.42857142857143
2024-06-03,SKU_003,Store_B,65,0,23,6,False,False,False,False,58.142857142857146
2024-06-04,SKU_003,Store_B,64,1,23,6,False,False,False,False,59.42857142857143
2024-06-05,SKU_003,Store_B,54,2,23,6,False,False,False,False,59.57142857142857
2024-06-06,SKU_003,Store_B,59,3,23,6,False,False,False,False,59.0
2024-06-07,SKU_003,Store_B,59,4,23,6,False,False,False,False,59.285714285714285
2024-06-08,SKU_003,Store_B,58,5,23,6,True,False,False,False,58.857142857142854
2024-06-09,SKU_003,Store_B,53,6,23,6,True,False,False,False,58.42857142857143
2024-06-10,SKU_003,Store_B,52,0,24,6,False,False,False,False,58.857142857142854
2024-06-11,SKU_003,Store_B,55,1,24,6,False,False,False,False,57.0
2024-06-12,SKU_003,Store_B,60,2,24,6,False,False,False,False,55.714285714285715
2024-06-13,SKU_003,Store_B,57,3,24,6,False,False,False,False,56.57142857142857
2024-06-14,SKU_003,Store_B,52,4,24,6,False,False,False,False,56.285714285714285
2024-06-15,SKU_003,Store_B,57,5,24,6,True,False,False,False,55.285714285714285
2024-06-16,SKU_003,Store_B,38,6,24,6,True,False,False,False,55.142857142857146
2024-06-17,SKU_003,Store_B,58,0,25,6,False,False,False,False,53.0
2024-06-18,SKU_003,Store_B,43,1,25,6,False,False,False,False,53.857142857142854
2024-06-19,SKU_003,Store_B,49,2,25,6,False,False,False,False,52.142857142857146
2024-06-20,SKU_003,Store_B,44,3,25,6,False,False,False,False,50.57142857142857
2024-06-21,SKU_003,Store_B,43,4,25,6,False,False,False,False,48.714285714285715
2024-06-22,SKU_003,Store_B,54,5,25,6,True,False,False,False,47.42857142857143
2024-06-23,SKU_003,Store_B,46,6,25,6,True,False,False,False,47.0
2024-06-24,SKU_003,Store_B,49,0,26,6,False,False,False,False,48.142857142857146
2024-06-25,SKU_003,Store_B,46,1,26,6,False,False,False,False,46.857142857142854
2024-06-26,SKU_003,Store_B,48,2,26,6,False,False,False,False,47.285714285714285
2024-06-27,SKU_003,Store_B,46,3,26,6,False,False,False,False,47.142857142857146
2024-06-28,SKU_003,Store_B,38,4,26,6,False,False,False,False,47.42857142857143
2024-01-01,SKU_004,Store_A,14,0,1,1,False,False,True,False,0.0
2024-01-02,SKU_004,Store_A,21,1,1,1,False,False,False,False,0.0
2024-01-03,SKU_004,Store_A,30,2,1,1,False,False,False,False,0.0
2024-01-04,SKU_004,Store_A,13,3,1,1,False,False,False,False,0.0
2024-01-05,SKU_004,Store_A,13,4,1,1,False,False,False,False,0.0
2024-01-06,SKU_004,Store_A,12,5,1,1,True,False,False,False,0.0
2024-01-07,SKU_004,Store_A,12,6,1,1,True,False,False,False,0.0
2024-01-08,SKU_004,Store_A,27,0,2,1,False,False,False,False,16.428571428571427
2024-01-09,SKU_004,Store_A,28,1,2,1,False,False,False,False,18.285714285714285
2024-01-10,SKU_004,Store_A,22,2,2,1,False,False,False,False,19.285714285714285
2024-01-11,SKU_004,Store_A,19,3,2,1,False,False,False,False,18.142857142857142
2024-01-12,SKU_004,Store_A,31,4,2,1,False,False,False,False,19.0
2024-01-13,SKU_004,Store_A,23,5,2,1,True,False,False,False,21.571428571428573
2024-01-14,SKU_004,Store_A,28,6,2,1,True,False,False,False,23.142857142857142
2024-01-15,SKU_004,Store_A,20,0,3,1,False,False,True,False,25.428571428571427
2024-01-16,SKU_004,Store_A,23,1,3,1,False,False,False,False,24.428571428571427
2024-01-17,SKU_004,Store_A,17,2,3,1,False,False,False,False,23.714285714285715
2024-01-18,SKU_004,Store_A,26,3,3,1,False,False,False,False,23.0
2024-01-19,SKU_004,Store_A,24,4,3,1,False,False,False,False,24.0
2024-01-20,SKU_004,Store_A,19,5,3,1,True,False,False,False,23.0
2024-01-21,SKU_004,Store_A,19,6,3,1,True,False,False,False,22.428571428571427
2024-01-22,SKU_004,Store_A,32,0,4,1,False,False,False,False,21.142857142857142
2024-01-23,SKU_004,Store_A,34,1,4,1,False,False,False,False,22.857142857142858
2024-01-24,SKU_004,Store_A,23,2,4,1,False,False,False,False,24.428571428571427
2024-01-25,SKU_004,Store_A,24,3,4,1,False,False,False,False,25.285714285714285
2024-01-26,SKU_004,Store_A,26,4,4,1,False,False,False,False,25.0
2024-01-27,SKU_004,Store_A,25,5,4,1,True,False,False,False,25.285714285714285
2024-01-28,SKU_004,Store_A,16,6,4,1,True,False,False,False,26.142857142857142
2024-01-29,SKU_004,Store_A,26,0,5,1,False,True,False,False,25.714285714285715
2024-01-30,SKU_004,Store_A,14,1,5,1,False,False,False,False,24.857142857142858
2024-01-31,SKU_004,Store_A,21,2,5,1,False,False,False,False,22.0
2024-02-01,SKU_004,Store_A,27,3,5,2,False,False,False,False,21.714285714285715
2024-02-02,SKU_004,Store_A,27,4,5,2,False,False,False,False,22.142857142857142
2024-02-03,SKU_004,Store_A,20,5,5,2,True,False,False,False,22.285714285714285
2024-02-04,SKU_004,Store_A,22,6,5,2,True,False,False,False,21.571428571428573
2024-02-05,SKU_004,Store_A,21,0,6,2,False,False,False,False,22.428571428571427
2024-02-06,SKU_004,Store_A,23,1,6,2,False,False,False,False,21.714285714285715
2024-02-07,SKU_004,Store_A,24,2,6,2,False,False,False,False,23.0
2024-02-08,SKU_004,Store_A,27,3,6,2,False,False,False,False,23.428571428571427
