date,sku_id,store_id,quantity_sold,day_of_week,weekofyear,month,is_weekend,is_flu_season,is_holiday,is_school_holiday,price,on_promo,days_to_expiry,rolling_7d_sales
2023-04-29,SKU_002,Store_C,14,5,17,4,1,0,0,0,61.91,0,314,15.285714285714286
2023-04-30,SKU_002,Store_C,5,6,17,4,1,0,0,0,51.17,0,297,13.571428571428571
2023-05-01,SKU_002,Store_C,15,0,18,5,0,0,0,0,28.32,0,216,12.857142857142858
2023-05-02,SKU_002,Store_C,8,1,18,5,0,0,0,0,44.22,0,119,13.0
2023-05-03,SKU_002,Store_C,14,2,18,5,0,0,0,0,5.82,1,88,12.0
2023-05-04,SKU_002,Store_C,9,3,18,5,0,0,0,0,37.13,0,161,11.857142857142858
2023-05-05,SKU_002,Store_C,8,4,18,5,0,0,0,0,37.1,0,192,10.428571428571429
2023-05-06,SKU_002,Store_C,9,5,18,5,1,0,0,0,55.48,0,342,9.714285714285714
2023-05-07,SKU_002,Store_C,9,6,18,5,1,0,0,0,43.23,0,123,10.285714285714286
2023-05-08,SKU_002,Store_C,11,0,19,5,0,0,0,0,6.77,0,212,9.714285714285714
2023-05-09,SKU_002,Store_C,6,1,19,5,0,0,0,0,30.3,0,396,9.428571428571429
2023-05-10,SKU_002,Store_C,7,2,19,5,0,0,0,0,16.19,0,202,8.428571428571429
2023-05-11,SKU_002,Store_C,6,3,19,5,0,0,0,0,11.47,0,132,8.0
2023-05-12,SKU_002,Store_C,16,4,19,5,0,0,0,0,52.06,1,248,9.142857142857142
2023-05-13,SKU_002,Store_C,6,5,19,5,1,0,0,0,57.65,0,208,8.714285714285714
2023-05-14,SKU_002,Store_C,8,6,19,5,1,0,0,0,18.96,0,142,8.571428571428571
2023-05-15,SKU_002,Store_C,9,0,20,5,0,0,0,0,4.25,0,252,8.285714285714286
2023-05-16,SKU_002,Store_C,11,1,20,5,0,0,0,0,6.87,0,85,9.0
2023-05-17,SKU_002,Store_C,9,2,20,5,0,0,0,0,36.76,0,327,9.285714285714286
2023-05-18,SKU_002,Store_C,5,3,20,5,0,0,0,0,54.72,0,328,9.142857142857142
2023-05-19,SKU_002,Store_C,9,4,20,5,0,0,0,0,33.76,0,250,8.142857142857142
2023-05-20,SKU_002,Store_C,13,5,20,5,1,0,0,0,37.49,1,291,9.142857142857142
2023-05-21,SKU_002,Store_C,11,6,20,5,1,0,0,0,32.77,1,321,9.571428571428571
2023-05-22,SKU_002,Store_C,17,0,21,5,0,0,0,0,45.6,0,226,10.714285714285714
2023-05-23,SKU_002,Store_C,15,1,21,5,0,0,0,0,28.62,0,126,11.285714285714286
2023-05-24,SKU_002,Store_C,6,2,21,5,0,0,0,0,10.05,0,200,10.857142857142858
2023-05-25,SKU_002,Store_C,10,3,21,5,0,0,0,0,42.17,0,238,11.571428571428571
2023-05-26,SKU_002,Store_C,17,4,21,5,0,0,0,0,19.04,0,188,12.714285714285714
2023-05-27,SKU_002,Store_C,12,5,21,5,1,0,0,0,49.71,0,240,12.571428571428571
2023-05-28,SKU_002,Store_C,14,6,21,5,1,0,0,0,23.29,0,370,13.0
2023-05-29,SKU_002,Store_C,7,0,22,5,0,0,0,0,22.65,0,142,11.571428571428571
2023-05-30,SKU_002,Store_C,13,1,22,5,0,0,0,0,34.48,0,208,11.285714285714286
2023-05-31,SKU_002,Store_C,5,2,22,5,0,0,0,0,50.94,0,78,11.142857142857142
2023-06-01,SKU_002,Store_C,17,3,22,6,0,0,0,1,53.43,1,236,12.142857142857142
2023-06-02,SKU_002,Store_C,9,4,22,6,0,0,0,1,59.95,0,86,11.0
2023-06-03,SKU_002,Store_C,13,5,22,6,1,0,0,1,61.88,0,287,11.142857142857142
2023-06-04,SKU_002,Store_C,12,6,22,6,1,0,0,1,41.57,0,353,10.857142857142858
2023-06-05,SKU_002,Store_C,14,0,23,6,0,0,0,1,18.85,0,261,11.857142857142858
2023-06-06,SKU_002,Store_C,16,1,23,6,0,0,0,1,12.68,0,291,12.285714285714286
2023-06-07,SKU_002,Store_C,15,2,23,6,0,0,0,1,59.32,1,293,13.714285714285714
2023-06-08,SKU_002,Store_C,13,3,23,6,0,0,0,1,34.25,0,195,13.142857142857142
2023-06-09,SKU_002,Store_C,13,4,23,6,0,0,0,1,56.28,0,315,13.714285714285714
2023-06-10,SKU_002,Store_C,15,5,23,6,1,0,0,1,49.47,0,270,14.0
2023-06-11,SKU_002,Store_C,11,6,23,6,1,0,0,1,39.41,0,329,13.857142857142858
2023-06-12,SKU_002,Store_C,11,0,24,6,0,0,0,1,26.47,0,227,13.428571428571429
2023-06-13,SKU_002,Store_C,14,1,24,6,0,0,0,1,22.97,0,180,13.142857142857142
2023-06-14,SKU_002,Store_C,16,2,24,6,0,0,0,1,13.09,0,242,13.285714285714286
2023-06-15,SKU_002,Store_C,13,3,24,6,0,0,0,1,51.84,0,109,13.285714285714286
2023-06-16,SKU_002,Store_C,10,4,24,6,0,0,0,1,53.02,0,338,12.857142857142858
2023-06-17,SKU_002,Store_C,10,5,24,6,1,0,0,1,10.93,0,77,12.142857142857142
2023-06-18,SKU_002,Store_C,17,6,24,6,1,0,0,1,36.21,1,346,13.0
2023-06-19,SKU_002,Store_C,18,0,25,6,0,0,0,1,56.35,0,156,14.0
2023-06-20,SKU_002,Store_C,7,1,25,6,0,0,0,1,27.6,0,188,13.0
2023-06-21,SKU_002,Store_C,21,2,25,6,0,0,0,1,11.26,1,339,13.714285714285714
2023-06-22,SKU_002,Store_C,12,3,25,6,0,0,0,1,32.02,0,113,13.571428571428571
2023-06-23,SKU_002,Store_C,17,4,25,6,0,0,0,1,55.54,0,286,14.571428571428571
2023-06-24,SKU_002,Store_C,10,5,25,6,1,0,0,1,45.14,0,394,14.571428571428571
2023-06-25,SKU_002,Store_C,19,6,25,6,1,0,0,1,35.82,0,127,14.857142857142858
2023-06-26,SKU_002,Store_C,6,0,26,6,0,0,0,1,54.14,0,85,13.142857142857142
2023-06-27,SKU_002,Store_C,13,1,26,6,0,0,0,1,63.4,0,75,14.0
2023-06-28,SKU_002,Store_C,13,2,26,6,0,0,0,1,4.3,0,106,12.857142857142858
2023-06-29,SKU_002,Store_C,11,3,26,6,0,0,0,1,42.48,0,68,12.714285714285714
2023-06-30,SKU_002,Store_C,14,4,26,6,0,0,0,1,10.72,0,105,12.285714285714286
2023-07-01,SKU_002,Store_C,7,5,26,7,1,1,0,0,57.87,0,138,11.857142857142858
2023-07-02,SKU_002,Store_C,9,6,26,7,1,1,0,0,22.04,0,345,10.428571428571429
2023-07-03,SKU_002,Store_C,10,0,27,7,0,1,0,0,26.07,0,136,11.0
2023-07-04,SKU_002,Store_C,17,1,27,7,0,1,0,0,22.01,1,242,11.571428571428571
2023-07-05,SKU_002,Store_C,12,2,27,7,0,1,0,0,50.75,0,88,11.428571428571429
2023-07-06,SKU_002,Store_C,21,3,27,7,0,1,0,0,29.66,1,170,12.857142857142858
2023-07-07,SKU_002,Store_C,12,4,27,7,0,1,0,0,3.01,0,275,12.571428571428571
2023-07-08,SKU_002,Store_C,13,5,27,7,1,1,0,0,28.25,1,324,13.428571428571429
2023-07-09,SKU_002,Store_C,8,6,27,7,1,1,0,0,43.84,0,384,13.285714285714286
2023-07-10,SKU_002,Store_C,19,0,28,7,0,1,0,0,64.73,0,158,14.571428571428571
2023-07-11,SKU_002,Store_C,14,1,28,7,0,1,0,0,3.96,0,160,14.142857142857142
2023-07-12,SKU_002,Store_C,12,2,28,7,0,1,0,0,45.63,1,241,14.142857142857142
2023-07-13,SKU_002,Store_C,15,3,28,7,0,1,0,0,57.07,1,319,13.285714285714286
2023-07-14,SKU_002,Store_C,11,4,28,7,0,1,0,0,12.91,0,208,13.142857142857142
2023-07-15,SKU_002,Store_C,23,5,28,7,1,1,0,0,32.29,1,316,14.571428571428571
2023-07-16,SKU_002,Store_C,15,6,28,7,1,1,0,0,19.74,0,121,15.571428571428571
2023-07-17,SKU_002,Store_C,21,0,29,7,0,1,0,0,25.06,0,307,15.857142857142858
2023-07-18,SKU_002,Store_C,18,1,29,7,0,1,0,0,10.83,1,120,16.428571428571427
2023-07-19,SKU_002,Store_C,9,2,29,7,0,1,0,0,10.76,1,287,16.0
2023-07-20,SKU_002,Store_C,20,3,29,7,0,1,0,0,3.64,1,194,16.714285714285715
2023-07-21,SKU_002,Store_C,7,4,29,7,0,1,0,0,54.71,0,133,16.142857142857142
2023-07-22,SKU_002,Store_C,13,5,29,7,1,1,0,0,32.53,1,377,14.714285714285714
2023-07-23,SKU_002,Store_C,17,6,29,7,1,1,0,0,35.02,1,232,15.0
2023-07-24,SKU_002,Store_C,18,0,30,7,0,1,0,0,63.03,0,350,14.571428571428571
2023-07-25,SKU_002,Store_C,18,1,30,7,0,1,0,0,7.0,1,104,14.571428571428571
2023-07-26,SKU_002,Store_C,18,2,30,7,0,1,0,0,52.62,0,272,15.857142857142858
2023-07-27,SKU_002,Store_C,13,3,30,7,0,1,0,0,46.82,0,249,14.857142857142858
2023-07-28,SKU_002,Store_C,11,4,30,7,0,1,0,0,4.8,1,181,15.428571428571429
2023-07-29,SKU_002,Store_C,16,5,30,7,1,1,0,0,11.4,1,218,15.857142857142858
2023-07-30,SKU_002,Store_C,15,6,30,7,1,1,0,0,10.53,0,311,15.571428571428571
2023-07-31,SKU_002,Store_C,11,0,31,7,0,1,0,0,23.66,0,311,14.571428571428571
2023-08-01,SKU_002,Store_C,14,1,31,8,0,0,0,0,17.09,0,333,14.0
2023-08-02,SKU_002,Store_C,12,2,31,8,0,0,0,0,7.01,0,216,13.142857142857142
2023-08-03,SKU_002,Store_C,9,3,31,8,0,0,0,0,45.61,0,361,12.571428571428571
2023-08-04,SKU_002,Store_C,7,4,31,8,0,0,0,0,37.84,0,136,12.0
2023-08-05,SKU_002,Store_C,14,5,31,8,1,0,0,0,54.25,0,397,11.714285714285714
2023-08-06,SKU_002,Store_C,4,6,31,8,1,0,0,0,16.31,0,108,10.142857142857142
2023-08-07,SKU_002,Store_C,8,0,32,8,0,0,0,0,56.87,0,72,9.714285714285714
2023-08-08,SKU_002,Store_C,13,1,32,8,0,0,0,0,15.26,0,354,9.571428571428571
2023-08-09,SKU_002,Store_C,8,2,32,8,0,0,0,0,25.24,0,258,9.0
2023-08-10,SKU_002,Store_C,12,3,32,8,0,0,0,0,32.18,1,296,9.428571428571429
2023-08-11,SKU_002,Store_C,15,4,32,8,0,0,0,0,62.4,0,166,10.571428571428571
2023-08-12,SKU_002,Store_C,16,5,32,8,1,0,0,0,63.26,0,113,10.857142857142858
2023-08-13,SKU_002,Store_C,15,6,32,8,1,0,0,0,8.01,0,297,12.428571428571429
2023-08-14,SKU_002,Store_C,5,0,33,8,0,0,0,0,40.44,0,150,12.0
2023-08-15,SKU_002,Store_C,8,1,33,8,0,0,0,0,56.51,0,206,11.285714285714286
2023-08-16,SKU_002,Store_C,12,2,33,8,0,0,0,0,14.63,0,385,11.857142857142858
2023-08-17,SKU_002,Store_C,12,3,33,8,0,0,0,0,35.82,0,220,11.857142857142858
2023-08-18,SKU_002,Store_C,16,4,33,8,0,0,0,0,63.63,1,148,12.0
2023-08-19,SKU_002,Store_C,19,5,33,8,1,0,0,0,49.13,1,78,12.428571428571429
2023-08-20,SKU_002,Store_C,11,6,33,8,1,0,0,0,52.58,0,113,11.857142857142858
2023-08-21,SKU_002,Store_C,9,0,34,8,0,0,0,0,3.95,0,296,12.428571428571429
2023-08-22,SKU_002,Store_C,7,1,34,8,0,0,0,0,35.37,0,313,12.285714285714286
2023-08-23,SKU_002,Store_C,9,2,34,8,0,0,0,0,18.0,0,108,11.857142857142858
2023-08-24,SKU_002,Store_C,11,3,34,8,0,0,0,0,50.58,0,134,11.714285714285714
2023-08-25,SKU_002,Store_C,10,4,34,8,0,0,0,0,12.29,0,351,10.857142857142858
2023-08-26,SKU_002,Store_C,10,5,34,8,1,0,0,0,44.72,0,229,9.571428571428571
2023-08-27,SKU_002,Store_C,15,6,34,8,1,0,0,0,20.91,0,162,10.142857142857142
2023-08-28,SKU_002,Store_C,10,0,35,8,0,0,0,0,9.04,1,245,10.285714285714286
2023-08-29,SKU_002,Store_C,12,1,35,8,0,0,0,0,6.22,0,327,11.0
2023-08-30,SKU_002,Store_C,8,2,35,8,0,0,0,0,13.86,0,279,10.857142857142858
2023-08-31,SKU_002,Store_C,11,3,35,8,0,0,0,0,11.25,1,369,10.857142857142858
2023-09-01,SKU_002,Store_C,10,4,35,9,0,0,0,0,33.02,0,265,10.857142857142858
2023-09-02,SKU_002,Store_C,14,5,35,9,1,0,0,0,53.38,0,178,11.428571428571429
2023-09-03,SKU_002,Store_C,18,6,35,9,1,0,0,0,40.58,0,386,11.857142857142858
2023-09-04,SKU_002,Store_C,12,0,36,9,0,0,0,0,12.46,1,361,12.142857142857142
2023-09-05,SKU_002,Store_C,13,1,36,9,0,0,0,0,22.77,0,343,12.285714285714286
2023-09-06,SKU_002,Store_C,16,2,36,9,0,0,0,0,45.48,0,235,13.428571428571429
2023-09-07,SKU_002,Store_C,16,3,36,9,0,0,0,0,49.09,1,103,14.142857142857142
2023-09-08,SKU_002,Store_C,8,4,36,9,0,0,0,0,58.41,0,357,13.857142857142858
2023-09-09,SKU_002,Store_C,14,5,36,9,1,0,0,0,40.86,0,260,13.857142857142858
2023-09-10,SKU_002,Store_C,6,6,36,9,1,0,0,0,3.09,0,263,12.142857142857142
2023-09-11,SKU_002,Store_C,19,0,37,9,0,0,0,0,48.97,1,364,13.142857142857142
2023-09-12,SKU_002,Store_C,9,1,37,9,0,0,0,0,33.26,0,299,12.571428571428571
2023-09-13,SKU_002,Store_C,16,2,37,9,0,0,0,0,33.41,1,193,12.571428571428571
2023-09-14,SKU_002,Store_C,16,3,37,9,0,0,0,0,28.68,0,168,12.571428571428571
2023-09-15,SKU_002,Store_C,12,4,37,9,0,0,0,0,37.02,0,182,13.142857142857142
2023-09-16,SKU_002,Store_C,8,5,37,9,1,0,0,0,23.48,0,391,12.285714285714286
2023-09-17,SKU_002,Store_C,7,6,37,9,1,0,0,0,60.88,0,162,12.428571428571429
2023-09-18,SKU_002,Store_C,15,0,38,9,0,0,0,0,34.6,0,341,11.857142857142858
2023-09-19,SKU_002,Store_C,18,1,38,9,0,0,0,0,12.58,0,262,13.142857142857142
2023-09-20,SKU_002,Store_C,16,2,38,9,0,0,0,0,38.55,0,280,13.142857142857142
2023-09-21,SKU_002,Store_C,13,3,38,9,0,0,0,0,34.5,1,143,12.714285714285714
2023-09-22,SKU_002,Store_C,8,4,38,9,0,0,0,0,60.75,0,316,12.142857142857142
2023-09-23,SKU_002,Store_C,10,5,38,9,1,0,0,0,9.77,0,306,12.428571428571429
2023-09-24,SKU_002,Store_C,8,6,38,9,1,0,0,0,24.03,0,157,12.571428571428571
2023-09-25,SKU_002,Store_C,11,0,39,9,0,0,0,0,63.95,0,96,12.0
2023-09-26,SKU_002,Store_C,19,1,39,9,0,0,0,0,10.96,1,320,12.142857142857142
2023-09-27,SKU_002,Store_C,7,2,39,9,0,0,0,0,42.7,0,107,10.857142857142858
2023-09-28,SKU_002,Store_C,11,3,39,9,0,0,0,0,3.98,0,76,10.571428571428571
2023-09-29,SKU_002,Store_C,5,4,39,9,0,0,0,0,58.6,0,279,10.142857142857142
2023-09-30,SKU_002,Store_C,10,5,39,9,1,0,0,0,39.22,0,205,10.142857142857142
2023-10-01,SKU_002,Store_C,7,6,39,10,1,0,0,0,17.03,0,172,10.0
2023-10-02,SKU_002,Store_C,14,0,40,10,0,0,0,0,40.27,1,325,10.428571428571429
2023-10-03,SKU_002,Store_C,12,1,40,10,0,0,0,0,45.68,0,306,9.428571428571429
2023-10-04,SKU_002,Store_C,12,2,40,10,0,0,0,0,11.34,1,202,10.142857142857142
2023-10-05,SKU_002,Store_C,13,3,40,10,0,0,0,0,53.47,0,195,10.428571428571429
2023-10-06,SKU_002,Store_C,2,4,40,10,0,0,0,0,25.05,0,399,10.0
2023-10-07,SKU_002,Store_C,12,5,40,10,1,0,0,0,27.99,0,64,10.285714285714286
2023-10-08,SKU_002,Store_C,6,6,40,10,1,0,0,0,37.27,0,340,10.142857142857142
2023-10-09,SKU_002,Store_C,16,0,41,10,0,0,0,0,31.67,1,98,10.428571428571429
2023-10-10,SKU_002,Store_C,3,1,41,10,0,0,0,0,17.74,0,205,9.142857142857142
2023-10-11,SKU_002,Store_C,7,2,41,10,0,0,0,0,33.78,0,376,8.428571428571429
2023-10-12,SKU_002,Store_C,8,3,41,10,0,0,0,0,22.61,0,131,7.714285714285714
2023-10-13,SKU_002,Store_C,5,4,41,10,0,0,0,0,39.26,0,119,8.142857142857142
2023-10-14,SKU_002,Store_C,6,5,41,10,1,0,0,0,57.51,1,342,7.285714285714286
2023-10-15,SKU_002,Store_C,8,6,41,10,1,0,0,0,17.29,0,96,7.571428571428571
2023-10-16,SKU_002,Store_C,7,0,42,10,0,0,0,0,8.95,0,388,6.285714285714286
2023-10-17,SKU_002,Store_C,14,1,42,10,0,0,0,0,54.86,0,158,7.857142857142857
2023-10-18,SKU_002,Store_C,5,2,42,10,0,0,0,0,31.16,0,279,7.571428571428571
2023-10-19,SKU_002,Store_C,14,3,42,10,0,0,0,0,47.56,0,98,8.428571428571429
2023-10-20,SKU_002,Store_C,13,4,42,10,0,0,0,0,20.16,0,257,9.571428571428571
2023-10-21,SKU_002,Store_C,8,5,42,10,1,0,0,0,35.58,0,164,9.857142857142858
2023-10-22,SKU_002,Store_C,16,6,42,10,1,0,0,0,47.87,1,329,11.0
2023-10-23,SKU_002,Store_C,7,0,43,10,0,0,0,0,40.44,0,134,11.0
2023-10-24,SKU_002,Store_C,8,1,43,10,0,0,0,0,29.44,0,349,10.142857142857142
2023-10-25,SKU_002,Store_C,7,2,43,10,0,0,0,0,37.72,0,304,10.428571428571429
2023-10-26,SKU_002,Store_C,12,3,43,10,0,0,0,0,9.31,0,231,10.142857142857142
2023-10-27,SKU_002,Store_C,8,4,43,10,0,0,0,0,38.79,0,151,9.428571428571429
2023-10-28,SKU_002,Store_C,9,5,43,10,1,0,0,0,33.1,0,395,9.571428571428571
2023-10-29,SKU_002,Store_C,12,6,43,10,1,0,0,0,27.44,1,342,9.0
2023-10-30,SKU_002,Store_C,9,0,44,10,0,0,0,0,11.97,0,201,9.285714285714286
2023-10-31,SKU_002,Store_C,14,1,44,10,0,0,0,0,20.86,1,280,10.142857142857142
2023-11-01,SKU_002,Store_C,13,2,44,11,0,0,0,1,3.66,1,368,11.0
2023-11-02,SKU_002,Store_C,17,3,44,11,0,0,0,1,64.51,0,346,11.714285714285714
2023-11-03,SKU_002,Store_C,17,4,44,11,0,0,0,1,47.28,1,287,13.0
2023-11-04,SKU_002,Store_C,16,5,44,11,1,0,0,1,48.86,1,346,14.0
2023-11-05,SKU_002,Store_C,7,6,44,11,1,0,0,1,62.25,0,82,13.285714285714286
2023-11-06,SKU_002,Store_C,18,0,45,11,0,0,0,1,30.37,0,367,14.571428571428571
2023-11-07,SKU_002,Store_C,23,1,45,11,0,0,0,1,4.99,0,397,15.857142857142858
2023-11-08,SKU_002,Store_C,5,2,45,11,0,0,0,1,39.67,0,246,14.714285714285714
2023-11-09,SKU_002,Store_C,14,3,45,11,0,0,0,1,8.5,0,192,14.285714285714286
2023-11-10,SKU_002,Store_C,9,4,45,11,0,0,0,1,31.89,0,190,13.142857142857142
2023-11-11,SKU_002,Store_C,11,5,45,11,1,0,0,1,48.73,0,75,12.428571428571429
2023-11-12,SKU_002,Store_C,16,6,45,11,1,0,0,1,63.34,0,69,13.714285714285714
2023-11-13,SKU_002,Store_C,13,0,46,11,0,0,0,1,12.06,1,63,13.0
2023-11-14,SKU_002,Store_C,14,1,46,11,0,0,0,1,41.76,0,120,11.714285714285714
2023-11-15,SKU_002,Store_C,16,2,46,11,0,0,0,1,13.96,1,315,13.285714285714286
2023-11-16,SKU_002,Store_C,21,3,46,11,0,0,0,1,24.84,1,75,14.285714285714286
2023-11-17,SKU_002,Store_C,13,4,46,11,0,0,0,1,33.08,0,130,14.857142857142858
2023-11-18,SKU_002,Store_C,12,5,46,11,1,0,0,1,5.53,0,73,15.0
2023-11-19,SKU_002,Store_C,19,6,46,11,1,0,0,1,64.87,0,165,15.428571428571429
2023-11-20,SKU_002,Store_C,12,0,47,11,0,0,0,1,65.0,1,123,15.285714285714286
2023-11-21,SKU_002,Store_C,11,1,47,11,0,0,0,1,59.44,0,81,14.857142857142858
2023-11-22,SKU_002,Store_C,13,2,47,11,0,0,0,1,10.23,0,300,14.428571428571429
2023-11-23,SKU_002,Store_C,15,3,47,11,0,0,0,1,42.85,0,380,13.571428571428571
2023-11-24,SKU_002,Store_C,17,4,47,11,0,0,0,1,4.67,0,109,14.142857142857142
2023-11-25,SKU_002,Store_C,15,5,47,11,1,0,0,1,45.14,0,160,14.571428571428571
2023-11-26,SKU_002,Store_C,21,6,47,11,1,0,0,1,46.64,0,351,14.857142857142858
2023-11-27,SKU_002,Store_C,11,0,48,11,0,0,0,1,5.66,0,76,14.714285714285714
2023-11-28,SKU_002,Store_C,20,1,48,11,0,0,0,1,37.76,1,229,16.0
2023-11-29,SKU_002,Store_C,16,2,48,11,0,0,0,1,41.41,1,178,16.428571428571427
2023-11-30,SKU_002,Store_C,21,3,48,11,0,0,0,1,64.49,1,146,17.285714285714285
2023-12-01,SKU_002,Store_C,14,4,48,12,0,0,1,1,50.67,0,124,16.857142857142858
2023-12-02,SKU_002,Store_C,19,5,48,12,1,0,0,1,28.15,0,338,17.428571428571427
2023-12-03,SKU_002,Store_C,11,6,48,12,1,0,0,1,19.43,0,263,16.0
2023-12-04,SKU_002,Store_C,12,0,49,12,0,0,0,1,47.45,0,71,16.142857142857142
2023-12-05,SKU_002,Store_C,10,1,49,12,0,0,0,1,7.56,0,376,14.714285714285714
2023-12-06,SKU_002,Store_C,9,2,49,12,0,0,0,1,4.42,0,155,13.714285714285714
2023-12-07,SKU_002,Store_C,14,3,49,12,0,0,0,1,41.49,0,149,12.714285714285714
2023-12-08,SKU_002,Store_C,13,4,49,12,0,0,0,1,41.66,1,199,12.571428571428571
2023-12-09,SKU_002,Store_C,12,5,49,12,1,0,0,1,60.51,0,96,11.571428571428571
2023-12-10,SKU_002,Store_C,12,6,49,12,1,0,0,1,51.57,0,101,11.714285714285714
2023-12-11,SKU_002,Store_C,6,0,50,12,0,0,0,1,42.25,0,73,10.857142857142858
2023-12-12,SKU_002,Store_C,22,1,50,12,0,0,0,1,57.65,0,151,12.571428571428571
2023-12-13,SKU_002,Store_C,11,2,50,12,0,0,0,1,32.04,0,116,12.857142857142858
2023-12-14,SKU_002,Store_C,13,3,50,12,0,0,0,1,22.79,0,295,12.714285714285714
2023-12-15,SKU_002,Store_C,15,4,50,12,0,0,0,1,41.39,0,339,13.0
2023-12-16,SKU_002,Store_C,8,5,50,12,1,0,0,1,37.2,0,382,12.428571428571429
2023-12-17,SKU_002,Store_C,11,6,50,12,1,0,0,1,21.13,0,269,12.285714285714286
2023-12-18,SKU_002,Store_C,12,0,51,12,0,0,0,1,26.54,0,242,13.142857142857142
2023-12-19,SKU_002,Store_C,17,1,51,12,0,0,0,1,38.21,0,338,12.428571428571429
2023-12-20,SKU_002,Store_C,11,2,51,12,0,0,0,1,64.88,0,134,12.428571428571429
2023-12-21,SKU_002,Store_C,22,3,51,12,0,0,0,1,37.07,1,122,13.714285714285714
2023-12-22,SKU_002,Store_C,17,4,51,12,0,0,0,1,40.97,1,103,14.0
2023-12-23,SKU_002,Store_C,16,5,51,12,1,0,0,1,50.78,0,366,15.142857142857142
2023-12-24,SKU_002,Store_C,15,6,51,12,1,0,0,1,19.31,0,157,15.714285714285714
2023-12-25,SKU_002,Store_C,10,0,52,12,0,0,1,1,59.8,1,182,15.428571428571429
2023-12-26,SKU_002,Store_C,16,1,52,12,0,0,0,1,47.92,1,159,15.285714285714286
2023-12-27,SKU_002,Store_C,10,2,52,12,0,0,0,1,30.31,0,184,15.142857142857142
2023-12-28,SKU_002,Store_C,10,3,52,12,0,0,0,1,41.85,0,381,13.428571428571429
2023-12-29,SKU_002,Store_C,23,4,52,12,0,0,0,1,64.03,1,314,14.285714285714286
2023-12-30,SKU_002,Store_C,15,5,52,12,1,0,0,1,63.26,0,325,14.142857142857142
2023-12-31,SKU_002,Store_C,10,6,52,12,1,0,0,1,24.96,0,223,13.428571428571429
2024-01-01,SKU_002,Store_C,17,0,1,1,0,1,1,0,22.66,0,152,14.428571428571429
2024-01-02,SKU_002,Store_C,12,1,1,1,0,1,0,0,59.31,0,343,13.857142857142858
2024-01-03,SKU_002,Store_C,9,2,1,1,0,1,0,0,49.72,0,160,13.714285714285714
2024-01-04,SKU_002,Store_C,9,3,1,1,0,1,0,0,52.85,0,163,13.571428571428571
2024-01-05,SKU_002,Store_C,14,4,1,1,0,1,0,0,16.04,0,342,12.285714285714286
2024-01-06,SKU_002,Store_C,14,5,1,1,1,1,0,0,36.79,0,326,12.142857142857142
2024-01-07,SKU_002,Store_C,15,6,1,1,1,1,0,0,17.93,0,132,12.857142857142858
2024-01-08,SKU_002,Store_C,15,0,2,1,0,1,0,0,48.31,0,305,12.571428571428571
2024-01-09,SKU_002,Store_C,10,1,2,1,0,1,0,0,37.84,0,233,12.285714285714286
2024-01-10,SKU_002,Store_C,16,2,2,1,0,1,0,0,33.18,1,140,13.285714285714286
2024-01-11,SKU_002,Store_C,12,3,2,1,0,1,0,0,37.24,0,230,13.714285714285714
2024-01-12,SKU_002,Store_C,9,4,2,1,0,1,0,0,35.03,0,188,13.0
2024-01-13,SKU_002,Store_C,13,5,2,1,1,1,0,0,3.63,0,81,12.857142857142858
2024-01-14,SKU_002,Store_C,13,6,2,1,1,1,0,0,62.98,0,308,12.571428571428571
2024-01-15,SKU_002,Store_C,11,0,3,1,0,1,0,0,59.19,0,141,12.0
2024-01-16,SKU_002,Store_C,5,1,3,1,0,1,0,0,3.45,0,296,11.285714285714286
2024-01-17,SKU_002,Store_C,9,2,3,1,0,1,0,0,37.97,0,234,10.285714285714286
2024-01-18,SKU_002,Store_C,20,3,3,1,0,1,0,0,24.2,0,344,11.428571428571429
2024-01-19,SKU_002,Store_C,22,4,3,1,0,1,0,0,33.83,1,68,13.285714285714286
2024-01-20,SKU_002,Store_C,13,5,3,1,1,1,0,0,35.63,0,226,13.285714285714286
2024-01-21,SKU_002,Store_C,13,6,3,1,1,1,0,0,61.56,0,244,13.285714285714286
2024-01-22,SKU_002,Store_C,16,0,4,1,0,1,0,0,7.03,1,75,14.0
2024-01-23,SKU_002,Store_C,10,1,4,1,0,1,0,0,21.55,0,167,14.714285714285714
2024-01-24,SKU_002,Store_C,15,2,4,1,0,1,0,0,52.54,0,263,15.571428571428571
2024-01-25,SKU_002,Store_C,35,3,4,1,0,1,1,0,43.9,1,258,17.714285714285715
2024-01-26,SKU_002,Store_C,8,4,4,1,0,1,0,0,29.74,0,147,15.714285714285714
2024-01-27,SKU_002,Store_C,9,5,4,1,1,1,0,0,40.04,0,378,15.142857142857142
2024-01-28,SKU_002,Store_C,14,6,4,1,1,1,0,0,59.27,1,183,15.285714285714286
2024-01-29,SKU_002,Store_C,11,0,5,1,0,1,0,0,10.33,0,339,14.571428571428571
2024-01-30,SKU_002,Store_C,10,1,5,1,0,1,0,0,53.53,0,393,14.571428571428571
2024-01-31,SKU_002,Store_C,10,2,5,1,0,1,0,0,15.22,0,296,13.857142857142858
2024-02-01,SKU_002,Store_C,8,3,5,2,0,1,0,0,28.34,0,301,10.0
2024-02-02,SKU_002,Store_C,11,4,5,2,0,1,0,0,20.22,0,379,10.428571428571429
2024-02-03,SKU_002,Store_C,11,5,5,2,1,1,0,0,51.61,0,235,10.714285714285714
